ticker,date,period_ending,estimate,reported,surprise,surprise%
CABA,09-NOV-23,Sep 2023,-0.39,-0.37,0.02,5.13
CABO,02-NOV-23,Sep 2023,13.4,10.78,-2.62,-19.55
CAC,31-OCT-23,Sep 2023,0.77,0.96,0.19,24.68
CACC,30-OCT-23,Sep 2023,6.59,5.43,-1.16,-17.6
CACI,25-OCT-23,Sep 2023,4.52,4.36,-0.16,-3.54
CADE,23-OCT-23,Sep 2023,0.56,0.56,0.0,0.0
CAG,05-OCT-23,Aug 2023,0.6,0.66,0.06,10.0
CAH,03-NOV-23,Sep 2023,1.4,1.73,0.33,23.57
CAKE,01-NOV-23,Sep 2023,0.42,0.39,-0.03,-7.14
CAL,21-NOV-23,Oct 2023,1.28,1.37,0.09,7.03
CALM,03-OCT-23,Aug 2023,-0.01,0.02,0.03,300.0
CALX,23-OCT-23,Sep 2023,0.36,0.45,0.09,25.0
CAR,01-NOV-23,Sep 2023,14.54,16.78,2.24,15.41
CARA,13-NOV-23,Sep 2023,-0.53,-0.52,0.01,1.89
CARE,26-OCT-23,Sep 2023,0.2,0.2,0.0,0.0
CARG,07-NOV-23,Sep 2023,0.27,0.34,0.07,25.93
CARR,26-OCT-23,Sep 2023,0.78,0.89,0.11,14.1
CARS,02-NOV-23,Sep 2023,0.1,0.07,-0.03,-30.0
CART,08-NOV-23,Sep 2023,-17.33,-20.86,-3.53,-20.37
CASH,25-OCT-23,Sep 2023,1.3,1.36,0.06,4.62
CASS,19-OCT-23,Sep 2023,0.55,0.54,-0.01,-1.82
CASY,11-DEC-23,Oct 2023,3.74,4.24,0.5,13.37
CAT,31-OCT-23,Sep 2023,4.75,5.52,0.77,16.21
CATC,17-OCT-23,Sep 2023,1.06,1.15,0.09,8.49
CATY,23-OCT-23,Sep 2023,1.12,1.13,0.01,0.89
CB,24-OCT-23,Sep 2023,4.21,4.95,0.74,17.58
CBAN,25-OCT-23,Sep 2023,0.33,0.34,0.01,3.03
CBOE,03-NOV-23,Sep 2023,1.86,2.06,0.2,10.75
CBRE,27-OCT-23,Sep 2023,0.65,0.72,0.07,10.77
CBRL,30-NOV-23,Oct 2023,0.78,0.51,-0.27,-34.62
CBSH,18-OCT-23,Sep 2023,0.89,0.91,0.02,2.25
CBT,06-NOV-23,Sep 2023,1.47,1.65,0.18,12.24
CBU,24-OCT-23,Sep 2023,0.88,0.82,-0.06,-6.82
CBZ,26-OCT-23,Sep 2023,0.58,0.66,0.08,13.79
CC,26-OCT-23,Sep 2023,0.77,0.64,-0.13,-16.88
CCB,27-OCT-23,Sep 2023,0.87,0.75,-0.12,-13.79
CCBG,24-OCT-23,Sep 2023,0.83,0.78,-0.05,-6.02
CCCS,06-NOV-23,Sep 2023,0.08,0.09,0.01,12.5
CCI,18-OCT-23,Sep 2023,1.78,0.61,-1.17,-65.73
CCK,23-OCT-23,Sep 2023,1.74,1.73,-0.01,-0.57
CCL,29-SEP-23,Aug 2023,0.73,0.86,0.13,17.81
CCNE,23-OCT-23,Sep 2023,0.56,0.6,0.04,7.14
CCO,08-NOV-23,Sep 2023,-0.09,-0.12,-0.03,-33.33
CCOI,09-NOV-23,Sep 2023,-0.87,-1.13,-0.26,-29.89
CCRN,01-NOV-23,Sep 2023,0.41,0.39,-0.02,-4.88
CCS,25-OCT-23,Sep 2023,1.59,2.58,0.99,62.26
CCSI,09-NOV-23,Sep 2023,1.32,1.51,0.19,14.39
CDE,08-NOV-23,Sep 2023,-0.02,-0.05,-0.03,-150.0
CDMO,07-DEC-23,Oct 2023,-0.09,-0.12,-0.03,-33.33
CDNA,08-NOV-23,Sep 2023,-0.38,-0.18,0.2,52.63
CDNS,23-OCT-23,Sep 2023,1.21,1.26,0.05,4.13
CDRE,08-NOV-23,Sep 2023,0.22,0.29,0.07,31.82
CDW,01-NOV-23,Sep 2023,2.59,2.72,0.13,5.02
CDXS,02-NOV-23,Sep 2023,-0.32,-0.26,0.06,18.75
CE,06-NOV-23,Sep 2023,2.2,2.5,0.3,13.64
CECO,07-NOV-23,Sep 2023,0.21,0.22,0.01,4.76
CEG,06-NOV-23,Sep 2023,1.37,2.26,0.89,64.96
CEIX,31-OCT-23,Sep 2023,4.52,3.11,-1.41,-31.19
CELC,13-NOV-23,Sep 2023,-0.74,-0.83,-0.09,-12.16
CELH,07-NOV-23,Sep 2023,0.16,0.3,0.14,87.5
CENT,20-NOV-23,Sep 2023,0.06,0.08,0.02,33.33
CENTA,20-NOV-23,Sep 2023,0.06,0.08,0.02,33.33
CENX,08-NOV-23,Sep 2023,-0.19,-0.13,0.06,31.58
CERE,01-NOV-23,Sep 2023,-0.63,-0.61,0.02,3.17
CERS,02-NOV-23,Sep 2023,-0.05,-0.03,0.02,40.0
CERT,08-NOV-23,Sep 2023,0.11,0.11,0.0,0.0
CEVA,08-NOV-23,Sep 2023,0.03,0.02,-0.01,-33.33
CF,01-NOV-23,Sep 2023,0.94,0.85,-0.09,-9.57
CFB,16-OCT-23,Sep 2023,0.33,0.37,0.04,12.12
CFFN,25-OCT-23,Sep 2023,0.03,0.04,0.01,33.33
CFG,18-OCT-23,Sep 2023,0.92,0.85,-0.07,-7.61
CFLT,01-NOV-23,Sep 2023,-0.01,0.02,0.03,300.0
CFR,26-OCT-23,Sep 2023,2.14,2.38,0.24,11.21
CG,07-NOV-23,Sep 2023,0.72,0.87,0.15,20.83
CGEM,08-NOV-23,Sep 2023,-0.91,-0.91,0.0,0.0
CGNX,31-OCT-23,Sep 2023,0.15,0.16,0.01,6.67
CHCO,24-OCT-23,Sep 2023,1.91,1.98,0.07,3.66
CHCT,31-OCT-23,Sep 2023,0.63,0.63,0.0,0.0
CHD,03-NOV-23,Sep 2023,0.68,0.74,0.06,8.82
CHDN,25-OCT-23,Sep 2023,0.84,0.87,0.03,3.57
CHE,25-OCT-23,Sep 2023,4.92,5.32,0.4,8.13
CHEF,01-NOV-23,Sep 2023,0.33,0.33,0.0,0.0
CHGG,30-OCT-23,Sep 2023,0.17,0.18,0.01,5.88
CHH,07-NOV-23,Sep 2023,1.87,1.82,-0.05,-2.67
CHK,31-OCT-23,Sep 2023,0.57,1.09,0.52,91.23
CHPT,06-DEC-23,Oct 2023,-0.22,-0.29,-0.07,-31.82
CHRD,01-NOV-23,Sep 2023,5.22,5.04,-0.18,-3.45
CHRS,06-NOV-23,Sep 2023,-0.21,-0.27,-0.06,-28.57
CHRW,01-NOV-23,Sep 2023,0.82,0.84,0.02,2.44
CHTR,27-OCT-23,Sep 2023,7.73,8.25,0.52,6.73
CHUY,02-NOV-23,Sep 2023,0.36,0.44,0.08,22.22
CHX,24-OCT-23,Sep 2023,0.49,0.41,-0.08,-16.33
CI,02-NOV-23,Sep 2023,6.66,6.77,0.11,1.65
CIEN,07-DEC-23,Oct 2023,0.68,0.75,0.07,10.29
CIM,02-NOV-23,Sep 2023,0.12,0.13,0.01,8.33
CINF,26-OCT-23,Sep 2023,1.07,1.66,0.59,55.14
CIO,09-NOV-23,Sep 2023,0.33,0.34,0.01,3.03
